Date,Symbol,Close_Price,Volume,50_DMA,RSI
2024-02-27,ADANIENT.NS,3299.373779296875,1125570.0,,
2024-02-27,ADANIPORTS.NS,1317.361083984375,2197456.0,,
2024-02-27,ASIANPAINT.NS,2797.08935546875,1296180.0,,
2024-02-27,AXISBANK.NS,1077.2972412109375,6546815.0,,
2024-02-27,BAJFINANCE.NS,648.3494873046875,11503060.0,,
2024-02-27,BHARTIARTL.NS,1111.9556884765625,7149094.0,,
2024-02-27,COALINDIA.NS,388.0854797363281,8343526.0,,
2024-02-27,HDFCBANK.NS,691.1668090820312,32087150.0,,
2024-02-27,HINDUNILVR.NS,2312.014404296875,1120424.0,,
2024-02-27,INFY.NS,1566.254150390625,5159088.0,,
2024-02-27,ITC.NS,368.05926513671875,8083518.0,,
2024-02-27,KOTAKBANK.NS,340.5836181640625,22158260.0,,
2024-02-27,LT.NS,3446.95361328125,2122286.0,,
2024-02-27,M&M.NS,1920.988037109375,2821465.0,,
2024-02-27,NTPC.NS,320.4059753417969,8882923.0,,
2024-02-27,RELIANCE.NS,1474.73486328125,10826044.0,,
2024-02-27,SBIN.NS,722.9658203125,13969393.0,,
2024-02-27,SUNPHARMA.NS,1553.0611572265625,2140963.0,,
2024-02-27,TCS.NS,3849.150146484375,2960475.0,,
2024-02-27,TITAN.NS,3631.005859375,673959.0,,
2024-02-27,ULTRACEMCO.NS,9830.1240234375,214186.0,,
2024-02-28,ADANIENT.NS,3216.1474609375,1358879.0,,
2024-02-28,ADANIPORTS.NS,1287.68359375,2121625.0,,
2024-02-28,ASIANPAINT.NS,2733.313232421875,2472196.0,,
2024-02-28,AXISBANK.NS,1072.455078125,7643191.0,,
2024-02-28,BAJFINANCE.NS,642.6583251953125,5353210.0,,
2024-02-28,BHARTIARTL.NS,1113.1883544921875,5302711.0,,
2024-02-28,COALINDIA.NS,381.75518798828125,8893614.0,,
2024-02-28,HDFCBANK.NS,685.9348754882812,25321986.0,,
2024-02-28,HINDUNILVR.NS,2327.63427734375,629152.0,,
2024-02-28,INFY.NS,1573.45654296875,3188916.0,,
2024-02-28,ITC.NS,365.5079650878906,8949664.0,,
2024-02-28,KOTAKBANK.NS,335.9639892578125,15381635.0,,
2024-02-28,LT.NS,3411.318603515625,1666903.0,,
2024-02-28,M&M.NS,1872.78125,2010429.0,,
2024-02-28,NTPC.NS,317.7367248535156,12977628.0,,
2024-02-28,RELIANCE.NS,1444.930419921875,8647950.0,,
2024-02-28,SBIN.NS,715.8793334960938,11263318.0,,
2024-02-28,SUNPHARMA.NS,1544.3280029296875,578316.0,,
2024-02-28,TCS.NS,3862.79541015625,1939225.0,,
2024-02-28,TITAN.NS,3572.2255859375,538608.0,,
2024-02-28,ULTRACEMCO.NS,9685.7509765625,300668.0,,
2024-02-29,ADANIENT.NS,3282.488525390625,1352988.0,,
2024-02-29,ADANIPORTS.NS,1308.4925537109375,2672239.0,,
2024-02-29,ASIANPAINT.NS,2760.261474609375,2284424.0,,
2024-02-29,AXISBANK.NS,1073.353515625,13648997.0,,
2024-02-29,BAJFINANCE.NS,642.3270874023438,16990980.0,,
2024-02-29,BHARTIARTL.NS,1107.86279296875,13818650.0,,
2024-02-29,COALINDIA.NS,383.9532165527344,11711699.0,,
2024-02-29,HDFCBANK.NS,683.0147705078125,53295700.0,,
2024-02-29,HINDUNILVR.NS,2318.742919921875,2848084.0,,
2024-02-29,INFY.NS,1575.951416015625,7814722.0,,
2024-02-29,ITC.NS,363.71759033203125,15468800.0,,
2024-02-29,KOTAKBANK.NS,337.1313781738281,33034875.0,,
2024-02-29,LT.NS,3418.544189453125,2119512.0,,
2024-02-29,M&M.NS,1903.064453125,5539065.0,,
2024-02-29,NTPC.NS,319.9293212890625,13149469.0,,
2024-02-29,RELIANCE.NS,1450.0675048828125,23628976.0,,
2024-02-29,SBIN.NS,721.2785034179688,19217113.0,,
2024-02-29,SUNPHARMA.NS,1548.3511962890625,2350244.0,,
2024-02-29,TCS.NS,3840.428955078125,3772719.0,,
2024-02-29,TITAN.NS,3601.73974609375,1692242.0,,
2024-02-29,ULTRACEMCO.NS,9772.1396484375,328848.0,,
2024-03-01,ADANIENT.NS,3315.80908203125,1161067.0,,
2024-03-01,ADANIPORTS.NS,1310.0780029296875,3301090.0,,
2024-03-01,ASIANPAINT.NS,2769.896484375,978174.0,,
2024-03-01,AXISBANK.NS,1097.4644775390625,4819390.0,,
